"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","proton channel activity","GO:0015252","8.400634904425002e-8","7.07568788952523","25","355","9","21091","ENSMUSG00000006057,ENSMUSG00000025393,ENSMUSG00000022890,ENSMUSG00000000563,ENSMUSG00000018770,ENSMUSG00000038690,ENSMUSG00000034566,ENSMUSG00000050856,ENSMUSG00000022956"
"GO:MF","catalytic activity, acting on DNA","GO:0140097","4.366042160855455e-7","6.359912074825123","194","355","19","21091","ENSMUSG00000020914,ENSMUSG00000037601,ENSMUSG00000056394,ENSMUSG00000005410,ENSMUSG00000027342,ENSMUSG00000026355,ENSMUSG00000041859,ENSMUSG00000029730,ENSMUSG00000031821,ENSMUSG00000024742,ENSMUSG00000002870,ENSMUSG00000023104,ENSMUSG00000022881,ENSMUSG00000029363,ENSMUSG00000029591,ENSMUSG00000022673,ENSMUSG00000071072,ENSMUSG00000035960,ENSMUSG00000018583"
"GO:MF","U1 snRNP binding","GO:1990446","9.335966819760937e-7","6.02984070045244","9","355","6","21091","ENSMUSG00000002477,ENSMUSG00000090553,ENSMUSG00000027404,ENSMUSG00000040824,ENSMUSG00000020180,ENSMUSG00000057278"
"GO:MF","unfolded protein binding","GO:0051082","0.0000014329278278125844","5.84377568313516","88","355","13","21091","ENSMUSG00000028851,ENSMUSG00000020328,ENSMUSG00000024309,ENSMUSG00000068039,ENSMUSG00000057113,ENSMUSG00000071072,ENSMUSG00000030007,ENSMUSG00000001416,ENSMUSG00000025613,ENSMUSG00000023944,ENSMUSG00000022234,ENSMUSG00000034024,ENSMUSG00000073676"
"GO:MF","electron transfer activity","GO:0009055","0.0000016722399449723323","5.77670140674095","73","355","12","21091","ENSMUSG00000000088,ENSMUSG00000063694,ENSMUSG00000029632,ENSMUSG00000020022,ENSMUSG00000044894,ENSMUSG00000032330,ENSMUSG00000031231,ENSMUSG00000061518,ENSMUSG00000020163,ENSMUSG00000022551,ENSMUSG00000014313,ENSMUSG00000041697"
"GO:MF","snRNP binding","GO:0070990","0.000004990246623584015","5.301877990525925","11","355","6","21091","ENSMUSG00000002477,ENSMUSG00000090553,ENSMUSG00000027404,ENSMUSG00000040824,ENSMUSG00000020180,ENSMUSG00000057278"
"GO:MF","single-stranded DNA helicase activity","GO:0017116","0.000005207976927036563","5.2833309484957205","18","355","7","21091","ENSMUSG00000005410,ENSMUSG00000026355,ENSMUSG00000029730,ENSMUSG00000002870,ENSMUSG00000023104,ENSMUSG00000022881,ENSMUSG00000029363"
"GO:MF","histone binding","GO:0042393","0.000007044008402589008","5.152180134647426","280","355","21","21091","ENSMUSG00000028044,ENSMUSG00000028333,ENSMUSG00000026238,ENSMUSG00000049932,ENSMUSG00000058799,ENSMUSG00000021377,ENSMUSG00000005470,ENSMUSG00000002870,ENSMUSG00000027018,ENSMUSG00000009575,ENSMUSG00000001228,ENSMUSG00000022360,ENSMUSG00000062248,ENSMUSG00000028693,ENSMUSG00000027067,ENSMUSG00000054766,ENSMUSG00000015749,ENSMUSG00000056209,ENSMUSG00000038005,ENSMUSG00000057113,ENSMUSG00000026234"
"GO:MF","threonine-type endopeptidase activity","GO:0004298","0.000012323117817982115","4.909279399327478","20","355","7","21091","ENSMUSG00000027566,ENSMUSG00000028837,ENSMUSG00000032301,ENSMUSG00000069744,ENSMUSG00000021024,ENSMUSG00000030751,ENSMUSG00000022193"
"GO:MF","DNA helicase activity","GO:0003678","0.00001691693636914942","4.771678284230984","72","355","11","21091","ENSMUSG00000005410,ENSMUSG00000026355,ENSMUSG00000041859,ENSMUSG00000029730,ENSMUSG00000031821,ENSMUSG00000002870,ENSMUSG00000023104,ENSMUSG00000022881,ENSMUSG00000029363,ENSMUSG00000022673,ENSMUSG00000018583"
"GO:MF","protein kinase regulator activity","GO:0019887","0.00001996686050830407","4.6996902161060685","172","355","16","21091","ENSMUSG00000028044,ENSMUSG00000066551,ENSMUSG00000032218,ENSMUSG00000041431,ENSMUSG00000027715,ENSMUSG00000027469,ENSMUSG00000024660,ENSMUSG00000062248,ENSMUSG00000028551,ENSMUSG00000057113,ENSMUSG00000096472,ENSMUSG00000020372,ENSMUSG00000015937,ENSMUSG00000023944,ENSMUSG00000070348,ENSMUSG00000000184"
"GO:MF","chromatin binding","GO:0003682","0.000024099095928863358","4.61799924956084","606","355","31","21091","ENSMUSG00000040204,ENSMUSG00000037894,ENSMUSG00000054717,ENSMUSG00000020914,ENSMUSG00000019942,ENSMUSG00000003038,ENSMUSG00000028312,ENSMUSG00000066551,ENSMUSG00000034349,ENSMUSG00000040681,ENSMUSG00000027342,ENSMUSG00000058799,ENSMUSG00000026434,ENSMUSG00000006715,ENSMUSG00000029687,ENSMUSG00000009575,ENSMUSG00000025001,ENSMUSG00000025403,ENSMUSG00000001228,ENSMUSG00000022360,ENSMUSG00000062248,ENSMUSG00000027067,ENSMUSG00000054766,ENSMUSG00000056209,ENSMUSG00000028639,ENSMUSG00000057113,ENSMUSG00000022338,ENSMUSG00000022314,ENSMUSG00000035960,ENSMUSG00000015937,ENSMUSG00000043866"
"GO:MF","cyclin-dependent protein serine/threonine kinase regulator activity","GO:0016538","0.00003317445298145303","4.4791962295515475","46","355","9","21091","ENSMUSG00000028044,ENSMUSG00000032218,ENSMUSG00000041431,ENSMUSG00000027715,ENSMUSG00000062248,ENSMUSG00000028551,ENSMUSG00000096472,ENSMUSG00000070348,ENSMUSG00000000184"
"GO:MF","threonine-type peptidase activity","GO:0070003","0.00007106970068618254","4.1483155136079874","25","355","7","21091","ENSMUSG00000027566,ENSMUSG00000028837,ENSMUSG00000032301,ENSMUSG00000069744,ENSMUSG00000021024,ENSMUSG00000030751,ENSMUSG00000022193"
"GO:MF","cytochrome-c oxidase activity","GO:0004129","0.0000958536752970132","4.018391230406042","26","355","7","21091","ENSMUSG00000000088,ENSMUSG00000029632,ENSMUSG00000032330,ENSMUSG00000031231,ENSMUSG00000061518,ENSMUSG00000014313,ENSMUSG00000041697"
"GO:MF","heme-copper terminal oxidase activity","GO:0015002","0.0000958536752970132","4.018391230406042","26","355","7","21091","ENSMUSG00000000088,ENSMUSG00000029632,ENSMUSG00000032330,ENSMUSG00000031231,ENSMUSG00000061518,ENSMUSG00000014313,ENSMUSG00000041697"
"GO:MF","oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor","GO:0016676","0.0000958536752970132","4.018391230406042","26","355","7","21091","ENSMUSG00000000088,ENSMUSG00000029632,ENSMUSG00000032330,ENSMUSG00000031231,ENSMUSG00000061518,ENSMUSG00000014313,ENSMUSG00000041697"
"GO:MF","oxidoreductase activity, acting on a heme group of donors","GO:0016675","0.00012754057216937803","3.8943516390231703","27","355","7","21091","ENSMUSG00000000088,ENSMUSG00000029632,ENSMUSG00000032330,ENSMUSG00000031231,ENSMUSG00000061518,ENSMUSG00000014313,ENSMUSG00000041697"
"GO:MF","structural constituent of ribosome","GO:0003735","0.0001809632926833942","3.7424095102235544","177","355","15","21091","ENSMUSG00000036781,ENSMUSG00000057388,ENSMUSG00000044533,ENSMUSG00000030335,ENSMUSG00000032518,ENSMUSG00000106918,ENSMUSG00000039640,ENSMUSG00000047675,ENSMUSG00000029066,ENSMUSG00000024181,ENSMUSG00000025794,ENSMUSG00000021967,ENSMUSG00000033845,ENSMUSG00000038900,ENSMUSG00000058267"
