	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Mt3	0	2.56068067583478	1	0.288	0	7	Mt3
Ecrg4	0	2.47705865938161	0.982	0.118	0	7	Ecrg4
Rarres2	0	2.40881481724349	0.927	0.107	0	7	Rarres2
Mia	0	2.36576913879641	0.959	0.087	0	7	Mia
Dbi	0	2.34839574205132	1	0.818	0	7	Dbi
Ccdc153	0	2.31472946231621	0.886	0.047	0	7	Ccdc153
Tmem212	0	2.22476661372471	0.935	0.053	0	7	Tmem212
Clu	0	2.18070393014362	0.997	0.223	0	7	Clu
Chchd10	0	2.16765994226963	0.995	0.249	0	7	Chchd10
Fam183b	0	2.12170769928497	0.981	0.075	0	7	Fam183b
Rsph1	0	2.05585318533029	0.966	0.075	0	7	Rsph1
1110017D15Rik	0	2.01835970594132	0.936	0.053	0	7	1110017D15Rik
Tppp3	0	1.99673247201231	0.974	0.159	0	7	Tppp3
Dynlrb2	0	1.97413771270256	0.93	0.053	0	7	Dynlrb2
Cfap126	0	1.85898836330495	0.951	0.077	0	7	Cfap126
1700007K13Rik	0	1.84539549026841	0.915	0.058	0	7	1700007K13Rik
Riiad1	0	1.81018685716029	0.921	0.058	0	7	Riiad1
Hspa2	0	1.78924341210234	0.948	0.141	0	7	Hspa2
Mt2	0	1.77332440550978	1	0.582	0	7	Mt2
Fhl1	0	1.73416590343282	0.896	0.089	0	7	Fhl1
1700016K19Rik	0	1.71415361835138	0.903	0.046	0	7	1700016K19Rik
Elof1	0	1.71252483708203	0.971	0.423	0	7	Elof1
Cd24a	0	1.69923668888256	0.972	0.323	0	7	Cd24a
Mlf1	0	1.68318141053591	0.9	0.072	0	7	Mlf1
Cnn3	0	1.65859268594331	0.97	0.335	0	7	Cnn3
Mt1	0	1.64236691598614	1	0.926	0	7	Mt1
3300002A11Rik	0	1.61043853914929	0.694	0.029	0	7	3300002A11Rik
Odf3b	0	1.59235661198416	0.868	0.062	0	7	Odf3b
Ascc1	0	1.59084510051793	0.845	0.167	0	7	Ascc1
Tmem107	0	1.58251409915756	0.905	0.111	0	7	Tmem107
Ccn1	0	1.57507688595067	0.819	0.259	0	7	Ccn1
4933434E20Rik	0	1.57136799072238	0.818	0.397	0	7	4933434E20Rik
Foxj1	0	1.55744717455587	0.808	0.061	0	7	Foxj1
1700012B09Rik	0	1.52527101014574	0.822	0.041	0	7	1700012B09Rik
Sox9	0	1.50592071599205	0.83	0.112	0	7	Sox9
Pde6d	0	1.50530649311193	0.833	0.286	0	7	Pde6d
Meig1	0	1.47963039189711	0.807	0.044	0	7	Meig1
Ly6h	0	1.46069433611817	0.714	0.094	0	7	Ly6h
Aebp1	0	1.45309416810661	0.839	0.114	0	7	Aebp1
Lrrc51	0	1.44122299117504	0.837	0.06	0	7	Lrrc51
2410004P03Rik	0	1.43299578792044	0.817	0.051	0	7	2410004P03Rik
Fxyd1	0	1.40582170909922	0.813	0.109	0	7	Fxyd1
Tubb4b	0	1.39036420540132	0.935	0.473	0	7	Tubb4b
Gm10714	0	1.38793495212828	0.7	0.034	0	7	Gm10714
Gadd45g	0	1.38457282807004	0.792	0.344	0	7	Gadd45g
Hsp90aa1	0	1.38441667432119	0.995	0.834	0	7	Hsp90aa1
Gm19935	0	1.37883428019791	0.624	0.054	0	7	Gm19935
Enkur	0	1.3781305507198	0.768	0.052	0	7	Enkur
Sox2	0	1.3616532169322	0.775	0.113	0	7	Sox2
Nudt4	0	1.35946520085371	0.8	0.268	0	7	Nudt4
Ccdc34	0	1.35546779112316	0.885	0.246	0	7	Ccdc34
Gm14964	0	1.35411672318557	0.771	0.063	0	7	Gm14964
Nme5	0	1.35331598816582	0.805	0.056	0	7	Nme5
Gfap	0	1.34834805979976	0.435	0.163	0	7	Gfap
Mlc1	0	1.34461014687387	0.797	0.076	0	7	Mlc1
Prelp	0	1.33313771578967	0.797	0.068	0	7	Prelp
Calml4	0	1.32213617297239	0.748	0.052	0	7	Calml4
Pifo	0	1.31165517086934	0.792	0.045	0	7	Pifo
Pdlim4	0	1.30696388906844	0.835	0.262	0	7	Pdlim4
1700088E04Rik	0	1.30676330770385	0.792	0.056	0	7	1700088E04Rik
Bphl	0	1.30428820952005	0.831	0.174	0	7	Bphl
Tuba1a	0	1.28814947202641	0.997	0.641	0	7	Tuba1a
Fos	0	1.28733220137072	0.981	0.819	0	7	Fos
Fam166c	0	1.28568323577783	0.738	0.031	0	7	Fam166c
Pcp4	0	1.28434283433005	0.571	0.061	0	7	Pcp4
Tekt1	0	1.25391128814859	0.754	0.044	0	7	Tekt1
Ppp1r36	0	1.24399254823904	0.716	0.039	0	7	Ppp1r36
Stoml3	0	1.23838598951907	0.644	0.025	0	7	Stoml3
Crygn	0	1.23404504589348	0.644	0.038	0	7	Crygn
Cetn2	0	1.23070174935573	0.888	0.362	0	7	Cetn2
H2bc4	0	1.22298045223783	0.92	0.399	0	7	H2bc4
Syne1	0	1.22278814925452	0.686	0.193	0	7	Syne1
Dnah12	0	1.2100800243147	0.676	0.031	0	7	Dnah12
Capsl	0	1.20851211614655	0.732	0.037	0	7	Capsl
Fez1	0	1.20475314065118	0.889	0.191	0	7	Fez1
Cdr1os	0	1.20392413984597	0.445	0.062	0	7	Cdr1os
Pcp4l12	0	1.20329292711454	0.898	0.269	0	7	Pcp4l1
Ddr1	0	1.20254101086305	0.761	0.112	0	7	Ddr1
Efcab10	0	1.19353963983199	0.652	0.03	0	7	Efcab10
Itm2c	0	1.19174501478872	0.968	0.726	0	7	Itm2c
Ak7	0	1.1880918914806	0.627	0.037	0	7	Ak7
Trp53bp2	0	1.17311905257525	0.684	0.124	0	7	Trp53bp2
Cfap54	0	1.16797653010569	0.608	0.038	0	7	Cfap54
Ntrk2	0	1.16420974393805	0.795	0.134	0	7	Ntrk2
S100b	0	1.16141961685163	0.912	0.233	0	7	S100b
Id4	0	1.15672501056906	0.615	0.057	0	7	Id4
Ccdc113	0	1.15071429150007	0.697	0.033	0	7	Ccdc113
Meg3	0	1.14869864059345	0.859	0.16	0	7	Meg3
B9d1	0	1.14379623806866	0.77	0.111	0	7	B9d1
Cfap45	0	1.14374177089208	0.715	0.062	0	7	Cfap45
Vim	0	1.13987284005352	0.978	0.75	0	7	Vim
Ctxn1	0	1.13635380583099	0.738	0.096	0	7	Ctxn1
Mns1	0	1.10957262383387	0.677	0.058	0	7	Mns1
Bex3	0	1.10668459993219	0.912	0.392	0	7	Bex3
Cd27	0	1.10299671501377	0.48	0.082	0	7	Cd27
Dnali1	0	1.09378480877532	0.649	0.034	0	7	Dnali1
1700001L19Rik	0	1.09370905269335	0.644	0.027	0	7	1700001L19Rik
Fam166b	0	1.09064607525057	0.647	0.027	0	7	Fam166b
Cfap161	0	1.08331468343037	0.643	0.026	0	7	Cfap161
Cfap298	0	1.07855927217618	0.771	0.21	0	7	Cfap298
Prdx6	0	1.07377219065841	0.962	0.619	0	7	Prdx6
Nudc	0	1.07176281054201	0.935	0.572	0	7	Nudc
Zbtb20	0	1.07167426010591	0.916	0.431	0	7	Zbtb20
Ndrg2	0	1.07111528616497	0.699	0.179	0	7	Ndrg2
Ckb	0	1.07066330752026	0.991	0.673	0	7	Ckb
Prxl2a	0	1.06819634760633	0.739	0.166	0	7	Prxl2a
Tm4sf1	0	1.06804256048134	0.982	0.361	0	7	Tm4sf1
Dmkn	0	1.06704880150161	0.701	0.055	0	7	Dmkn
